Date,Vavuniya,Anuradhapura,Maha Illuppallama,Year,Month,Day,Vavuniya_lag1,Vavuniya_lag2,Vavuniya_lag3,Anuradhapura_lag1,Anuradhapura_lag2,Anuradhapura_lag3,Maha Illuppallama_lag1,Maha Illuppallama_lag2,Maha Illuppallama_lag3,Vavuniya_rolling_mean3,Vavuniya_rolling_mean7,Anuradhapura_rolling_mean3,Anuradhapura_rolling_mean7,Maha Illuppallama_rolling_mean3,Maha Illuppallama_rolling_mean7
2021-09-23,21.4,0.0,0.0,2021,9,23,24.1,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,15.166666666666659,12.099999999999998,0.0,2.342857142857143,0.0,0.12857142857142756
2021-09-24,33.7,71.9,44.3,2021,9,24,21.4,24.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.399999999999995,16.728571428571428,23.96666666666667,12.614285714285716,14.766666666666664,6.4571428571428555
2021-09-25,0.0,0.0,0.0,2021,9,25,33.7,21.4,24.1,71.9,0.0,0.0,44.3,0.0,0.0,18.36666666666666,11.785714285714286,23.96666666666667,10.35714285714286,14.766666666666664,6.328571428571427
2021-09-26,26.7,3.0,2.0,2021,9,26,0.0,33.7,21.4,0.0,71.9,0.0,0.0,44.3,0.0,20.133333333333326,15.5,24.96666666666667,10.700000000000001,15.43333333333333,6.614285714285713
2021-09-27,0.0,0.0,0.0,2021,9,27,26.7,0.0,33.7,3.0,0.0,71.9,2.0,0.0,44.3,8.899999999999993,15.128571428571428,1.0,10.700000000000001,0.6666666666666643,6.614285714285713
2021-09-28,0.0,0.0,0.0,2021,9,28,0.0,26.7,0.0,0.0,3.0,0.0,0.0,2.0,0.0,8.899999999999993,15.128571428571428,1.0,10.700000000000001,0.6666666666666643,6.614285714285713
2021-09-29,0.0,0.0,0.0,2021,9,29,0.0,0.0,26.7,0.0,0.0,3.0,0.0,0.0,2.0,0.0,11.685714285714285,0.0,10.700000000000001,0.0,6.614285714285713
2021-09-30,4.4,3.1,7.5,2021,9,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4666666666666597,9.257142857142854,1.0333333333333334,11.142857142857142,2.499999999999998,7.685714285714284
2021-10-01,0.6,1.8,24.5,2021,10,1,4.4,0.0,0.0,3.1,0.0,0.0,7.5,0.0,0.0,1.6666666666666596,4.528571428571427,1.6333333333333335,1.1285714285714286,10.666666666666664,4.857142857142856
2021-10-02,16.4,0.2,1.1,2021,10,2,0.6,4.4,0.0,1.8,3.1,0.0,24.5,7.5,0.0,7.133333333333326,6.871428571428568,1.7000000000000002,1.157142857142857,11.033333333333331,5.014285714285713
2021-10-03,1.4,0.1,0.0,2021,10,3,16.4,0.6,4.4,0.2,1.8,3.1,1.1,24.5,7.5,6.133333333333326,3.257142857142855,0.7000000000000001,0.7428571428571429,8.533333333333331,4.728571428571428
2021-10-04,13.1,22.3,17.4,2021,10,4,1.4,16.4,0.6,0.1,0.2,1.8,0.0,1.1,24.5,10.299999999999992,5.128571428571426,7.533333333333334,3.9285714285714284,6.166666666666664,7.2142857142857135
2021-10-05,19.5,19.7,20.1,2021,10,5,13.1,1.4,16.4,22.3,0.1,0.2,17.4,0.0,1.1,11.333333333333327,7.914285714285712,14.033333333333333,6.742857142857143,12.499999999999998,10.085714285714285
2021-10-06,0.0,0.0,0.0,2021,10,6,19.5,13.1,1.4,19.7,22.3,0.1,20.1,17.4,0.0,10.86666666666666,7.914285714285712,14.0,6.742857142857143,12.499999999999998,10.085714285714285
2021-10-07,0.0,0.0,0.0,2021,10,7,0.0,19.5,13.1,0.0,19.7,22.3,0.0,20.1,17.4,6.499999999999993,7.285714285714284,6.566666666666666,6.299999999999999,6.699999999999998,9.014285714285714
2021-10-08,0.0,2.6,9.1,2021,10,8,0.0,0.0,19.5,0.0,0.0,19.7,0.0,0.0,20.1,0.0,7.1999999999999975,0.8666666666666667,6.414285714285714,3.033333333333331,6.814285714285714
2021-10-09,0.0,0.1,0.7,2021,10,9,0.0,0.0,0.0,2.6,0.0,0.0,9.1,0.0,0.0,0.0,4.857142857142855,0.9,6.3999999999999995,3.266666666666664,6.757142857142855
2021-10-10,27.9,30.9,44.4,2021,10,10,0.0,0.0,0.0,0.1,2.6,0.0,0.7,9.1,0.0,9.299999999999992,8.64285714285714,11.200000000000001,10.799999999999999,18.066666666666663,13.099999999999998
2021-10-11,0.5,0.0,0.4,2021,10,11,27.9,0.0,0.0,30.9,0.1,2.6,44.4,0.7,9.1,9.46666666666666,6.842857142857141,10.333333333333332,7.614285714285714,15.166666666666663,10.671428571428569
2021-10-12,0.0,0.0,0.0,2021,10,12,0.5,27.9,0.0,0.0,30.9,0.1,0.4,44.4,0.7,9.46666666666666,4.057142857142855,10.299999999999999,4.799999999999999,14.93333333333333,7.799999999999998
2021-10-13,0.0,0.0,0.0,2021,10,13,0.0,0.5,27.9,0.0,0.0,30.9,0.0,0.4,44.4,0.16666666666665955,4.057142857142855,0.0,4.799999999999999,0.13333333333333097,7.799999999999998
2021-10-14,0.0,0.0,0.0,2021,10,14,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.4,0.0,4.057142857142855,0.0,4.799999999999999,0.0,7.799999999999998
2021-10-15,0.0,0.0,0.3,2021,10,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.057142857142855,0.0,4.428571428571428,0.09999999999999763,6.542857142857142
2021-10-16,5.4,7.8,11.7,2021,10,16,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,1.799999999999993,4.8285714285714265,2.6,5.528571428571428,3.999999999999998,8.114285714285712
2021-10-17,0.3,0.0,0.0,2021,10,17,5.4,0.0,0.0,7.8,0.0,0.0,11.7,0.3,0.0,1.899999999999993,0.8857142857142837,2.6,1.1142857142857143,3.999999999999998,1.7714285714285702
2021-10-18,0.0,0.0,0.0,2021,10,18,0.3,5.4,0.0,0.0,7.8,0.0,0.0,11.7,0.3,1.899999999999993,0.8142857142857123,2.6,1.1142857142857143,3.8999999999999972,1.714285714285713
2021-10-19,0.0,0.0,0.0,2021,10,19,0.0,0.3,5.4,0.0,0.0,7.8,0.0,0.0,11.7,0.09999999999999289,0.8142857142857123,0.0,1.1142857142857143,0.0,1.714285714285713
2021-10-20,5.5,38.8,0.0,2021,10,20,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333262,1.5999999999999979,12.933333333333332,6.657142857142857,0.0,1.714285714285713
2021-10-21,12.1,2.2,5.4,2021,10,21,5.5,0.0,0.0,38.8,0.0,0.0,0.0,0.0,0.0,5.86666666666666,3.3285714285714265,13.666666666666666,6.971428571428571,1.7999999999999978,2.4857142857142844
2021-10-22,27.6,6.8,24.4,2021,10,22,12.1,5.5,0.0,2.2,38.8,0.0,5.4,0.0,0.0,15.066666666666661,7.2714285714285705,15.933333333333332,7.942857142857142,9.93333333333333,5.928571428571426
2021-10-23,0.0,0.4,0.0,2021,10,23,27.6,12.1,5.5,6.8,2.2,38.8,24.4,5.4,0.0,13.233333333333327,6.499999999999998,3.1333333333333333,6.885714285714285,9.93333333333333,4.257142857142856
2021-10-24,0.8,0.2,0.0,2021,10,24,0.0,27.6,12.1,0.4,6.8,2.2,0.0,24.4,5.4,9.46666666666666,6.571428571428569,2.4666666666666663,6.914285714285714,8.133333333333331,4.257142857142855
2021-10-25,0.0,0.0,0.0,2021,10,25,0.8,0.0,27.6,0.2,0.4,6.8,0.0,0.0,24.4,0.26666666666665956,6.571428571428569,0.20000000000000004,6.914285714285714,0.0,4.257142857142855
2021-10-26,46.7,18.1,29.0,2021,10,26,0.0,0.8,0.0,0.0,0.2,0.4,0.0,0.0,0.0,15.833333333333327,13.242857142857142,6.1000000000000005,9.5,9.666666666666664,8.399999999999999
2021-10-27,20.3,5.5,19.9,2021,10,27,46.7,0.0,0.8,18.1,0.0,0.2,29.0,0.0,0.0,22.33333333333333,15.357142857142856,7.866666666666667,4.742857142857143,16.299999999999997,11.242857142857142
2021-10-28,15.7,39.6,43.1,2021,10,28,20.3,46.7,0.0,5.5,18.1,0.0,19.9,29.0,0.0,27.566666666666663,15.87142857142857,21.066666666666666,10.085714285714287,30.666666666666668,16.628571428571426
2021-10-29,8.7,12.3,19.3,2021,10,29,15.7,20.3,46.7,39.6,5.5,18.1,43.1,19.9,29.0,14.899999999999991,13.171428571428569,19.133333333333336,10.871428571428572,27.433333333333334,15.9
2021-10-30,34.1,72.1,110.5,2021,10,30,8.7,15.7,20.3,12.3,39.6,5.5,19.3,43.1,19.9,19.499999999999996,18.04285714285714,41.333333333333336,21.114285714285717,57.63333333333333,31.685714285714287
2021-10-31,37.9,0.0,2.5,2021,10,31,34.1,8.7,15.7,72.1,12.3,39.6,110.5,19.3,43.1,26.899999999999995,23.342857142857138,28.133333333333336,21.08571428571429,44.1,32.042857142857144
2021-11-01,18.8,24.2,5.8,2021,11,1,37.9,34.1,8.7,0.0,72.1,12.3,2.5,110.5,19.3,30.266666666666666,26.02857142857143,32.1,24.542857142857144,39.6,32.871428571428574
2021-11-02,0.0,0.0,5.1,2021,11,2,18.8,37.9,34.1,24.2,0.0,72.1,5.8,2.5,110.5,18.899999999999995,19.357142857142858,8.066666666666666,21.957142857142856,4.466666666666666,29.457142857142856
2021-11-03,2.5,19.7,82.6,2021,11,3,0.0,18.8,37.9,0.0,24.2,0.0,5.1,5.8,2.5,7.099999999999995,16.814285714285713,14.633333333333333,23.985714285714284,31.166666666666668,38.41428571428571
2021-11-04,2.9,19.8,0.7,2021,11,4,2.5,0.0,18.8,19.7,0.0,24.2,82.6,5.1,5.8,1.7999999999999954,14.985714285714282,13.166666666666666,21.157142857142855,29.46666666666667,32.357142857142854
2021-11-05,0.0,0.0,0.0,2021,11,5,2.9,2.5,0.0,19.8,19.7,0.0,0.7,82.6,5.1,1.7999999999999954,13.742857142857138,13.166666666666666,19.4,27.766666666666666,29.599999999999998
2021-11-06,18.2,30.5,6.7,2021,11,6,0.0,2.9,2.5,0.0,19.8,19.7,0.0,0.7,82.6,7.033333333333329,11.47142857142857,16.766666666666666,13.457142857142857,2.466666666666667,14.771428571428572
2021-11-07,13.7,17.6,13.0,2021,11,7,18.2,0.0,2.9,30.5,0.0,19.8,6.7,0.0,0.7,10.633333333333328,8.01428571428571,16.033333333333335,15.971428571428572,6.566666666666666,16.271428571428572
2021-11-08,41.9,154.7,33.5,2021,11,8,13.7,18.2,0.0,17.6,30.5,0.0,13.0,6.7,0.0,24.599999999999994,11.314285714285713,67.6,34.614285714285714,17.733333333333334,20.228571428571428
2021-11-09,2.0,3.4,0.5,2021,11,9,41.9,13.7,18.2,154.7,17.6,30.5,33.5,13.0,6.7,19.199999999999992,11.599999999999998,58.56666666666666,35.1,15.666666666666666,19.571428571428573
2021-11-10,0.1,0.0,0.0,2021,11,10,2.0,41.9,13.7,3.4,154.7,17.6,0.5,33.5,13.0,14.666666666666663,11.257142857142854,52.699999999999996,32.285714285714285,11.333333333333334,7.771428571428571
2021-11-11,0.0,5.9,6.0,2021,11,11,0.1,2.0,41.9,0.0,3.4,154.7,0.0,0.5,33.5,0.6999999999999953,10.84285714285714,3.1,30.3,2.1666666666666665,8.528571428571428
2021-11-12,4.8,0.7,16.6,2021,11,12,0.0,0.1,2.0,5.9,0.0,3.4,6.0,0.0,0.5,1.6333333333333286,11.528571428571427,2.2,30.4,7.533333333333334,10.9
2021-11-13,7.8,5.7,20.9,2021,11,13,4.8,0.0,0.1,0.7,5.9,0.0,16.6,6.0,0.0,4.199999999999995,10.042857142857141,4.1000000000000005,26.857142857142854,14.5,12.928571428571429
2021-11-14,5.4,1.5,10.2,2021,11,14,7.8,4.8,0.0,5.7,0.7,5.9,20.9,16.6,6.0,5.999999999999996,8.857142857142856,2.6333333333333337,24.557142857142853,15.9,12.528571428571427
2021-11-15,1.3,0.0,0.0,2021,11,15,5.4,7.8,4.8,1.5,5.7,0.7,10.2,20.9,16.6,4.833333333333329,3.057142857142856,2.4000000000000004,2.4571428571428577,10.366666666666665,7.742857142857143
2021-11-16,0.0,0.0,0.0,2021,11,16,1.3,5.4,7.8,0.0,1.5,5.7,0.0,10.2,20.9,2.2333333333333285,2.77142857142857,0.5000000000000003,1.9714285714285715,3.4,7.671428571428572
2021-11-17,27.2,49.4,31.7,2021,11,17,0.0,1.3,5.4,0.0,0.0,1.5,0.0,0.0,10.2,9.499999999999995,6.642857142857141,16.466666666666665,9.028571428571428,10.566666666666666,12.200000000000001
2021-11-18,1.5,7.4,0.0,2021,11,18,27.2,0.0,1.3,49.4,0.0,0.0,31.7,0.0,0.0,9.566666666666661,6.857142857142855,18.933333333333334,9.242857142857144,10.566666666666666,11.342857142857143
2021-11-19,0.0,0.0,0.3,2021,11,19,1.5,27.2,0.0,7.4,49.4,0.0,0.0,31.7,0.0,9.566666666666661,6.17142857142857,18.933333333333334,9.142857142857142,10.666666666666666,9.014285714285714
2021-11-20,0.0,0.0,0.0,2021,11,20,0.0,1.5,27.2,0.0,7.4,49.4,0.3,0.0,31.7,0.4999999999999953,5.057142857142856,2.466666666666667,8.328571428571427,0.09999999999999999,6.028571428571428
2021-11-21,0.0,0.0,0.0,2021,11,21,0.0,0.0,1.5,0.0,0.0,7.4,0.0,0.3,0.0,0.0,4.285714285714284,0.0,8.114285714285714,0.09999999999999999,4.571428571428571
2021-11-22,2.0,1.2,0.0,2021,11,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.666666666666662,4.385714285714284,0.39999999999999997,8.285714285714286,0.0,4.571428571428571
2021-11-23,61.1,39.3,35.1,2021,11,23,2.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,21.033333333333328,13.114285714285714,13.5,13.9,11.700000000000001,9.585714285714285
2021-11-24,74.4,3.2,32.2,2021,11,24,61.1,2.0,0.0,39.3,1.2,0.0,35.1,0.0,0.0,45.833333333333336,19.857142857142858,14.566666666666668,7.299999999999999,22.433333333333337,9.657142857142857
2021-11-25,59.2,20.6,9.8,2021,11,25,74.4,61.1,2.0,3.2,39.3,1.2,32.2,35.1,0.0,64.89999999999999,28.099999999999998,21.03333333333333,9.185714285714285,25.700000000000003,11.057142857142859
2021-11-26,4.9,0.3,0.0,2021,11,26,59.2,74.4,61.1,20.6,3.2,39.3,9.8,32.2,35.1,46.166666666666664,28.8,8.033333333333333,9.228571428571428,14.0,11.014285714285716
2021-11-27,27.5,4.9,6.0,2021,11,27,4.9,59.2,74.4,0.3,20.6,3.2,0.0,9.8,32.2,30.53333333333333,32.72857142857143,8.6,9.928571428571429,5.266666666666667,11.871428571428572
2021-11-28,1.2,1.6,14.2,2021,11,28,27.5,4.9,59.2,4.9,0.3,20.6,6.0,0.0,9.8,11.200000000000001,32.9,2.266666666666667,10.157142857142857,6.733333333333333,13.900000000000002
2021-11-29,7.5,2.0,0.2,2021,11,29,1.2,27.5,4.9,1.6,4.9,0.3,14.2,6.0,0.0,12.066666666666668,33.68571428571429,2.8333333333333335,10.27142857142857,6.8,13.928571428571429
2021-11-30,0.0,0.0,0.1,2021,11,30,7.5,1.2,27.5,2.0,1.6,4.9,0.2,14.2,6.0,2.9,24.95714285714286,1.2,4.657142857142857,4.833333333333333,8.928571428571429
2021-12-01,0.0,0.0,26.1,2021,12,1,0.0,7.5,1.2,0.0,2.0,1.6,0.1,0.2,14.2,2.5,14.328571428571427,0.6666666666666666,4.199999999999999,8.8,8.057142857142859
2021-12-02,0.7,2.5,0.2,2021,12,2,0.0,0.0,7.5,0.0,0.0,2.0,26.1,0.1,0.2,0.2333333333333333,5.971428571428571,0.8333333333333334,1.6142857142857134,8.8,6.685714285714286
2021-12-03,0.0,0.0,0.0,2021,12,3,0.7,0.0,0.0,2.5,0.0,0.0,0.2,26.1,0.1,0.2333333333333333,5.271428571428571,0.8333333333333334,1.5714285714285705,8.766666666666667,6.685714285714285
2021-12-04,0.0,0.0,0.0,2021,12,4,0.0,0.7,0.0,0.0,2.5,0.0,0.0,0.2,26.1,0.2333333333333333,1.342857142857143,0.8333333333333334,0.8714285714285703,0.06666666666666667,5.828571428571428
2021-12-05,0.0,3.2,0.0,2021,12,5,0.0,0.0,0.7,0.0,0.0,2.5,0.0,0.0,0.2,0.0,1.1714285714285715,1.0666666666666667,1.0999999999999992,0.0,3.8000000000000003
2021-12-06,0.0,2.0,10.0,2021,12,6,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.09999999999999999,1.7333333333333334,1.0999999999999992,3.3333333333333335,5.200000000000001
2021-12-07,0.0,0.0,0.0,2021,12,7,0.0,0.0,0.0,2.0,3.2,0.0,10.0,0.0,0.0,0.0,0.09999999999999999,1.7333333333333334,1.0999999999999992,3.3333333333333335,5.185714285714285
2021-12-08,15.3,0.5,0.0,2021,12,8,0.0,0.0,0.0,0.0,2.0,3.2,0.0,10.0,0.0,5.1000000000000005,2.2857142857142856,0.8333333333333334,1.1714285714285706,3.3333333333333335,1.457142857142857
2021-12-09,0.0,1.0,1.0,2021,12,9,15.3,0.0,0.0,0.5,0.0,2.0,0.0,0.0,10.0,5.1000000000000005,2.185714285714286,0.5,0.9571428571428563,0.3333333333333333,1.5714285714285714
2021-12-10,0.0,0.0,0.0,2021,12,10,0.0,15.3,0.0,1.0,0.5,0.0,1.0,0.0,0.0,5.1000000000000005,2.185714285714286,0.5,0.9571428571428563,0.3333333333333333,1.5714285714285714
2021-12-11,5.0,0.0,0.3,2021,12,11,0.0,0.0,15.3,0.0,1.0,0.5,0.0,1.0,0.0,1.6666666666666667,2.9,0.3333333333333333,0.9571428571428563,0.43333333333333335,1.6142857142857143
2021-12-12,5.7,11.6,10.2,2021,12,12,5.0,0.0,0.0,0.0,0.0,1.0,0.3,0.0,1.0,3.5666666666666664,3.7142857142857144,3.8666666666666667,2.157142857142856,3.5,3.0714285714285716
2021-12-13,0.0,18.3,6.8,2021,12,13,5.7,5.0,0.0,11.6,0.0,0.0,10.2,0.3,0.0,3.5666666666666664,3.7142857142857144,9.966666666666667,4.485714285714285,5.766666666666667,2.6142857142857143
2021-12-14,56.3,13.5,15.1,2021,12,14,0.0,5.7,5.0,18.3,11.6,0.0,6.8,10.2,0.3,20.666666666666668,11.757142857142856,14.466666666666669,6.414285714285713,10.699999999999998,4.771428571428571
2021-12-15,13.8,1.2,0.2,2021,12,15,56.3,0.0,5.7,13.5,18.3,11.6,15.1,6.8,10.2,23.366666666666664,11.542857142857143,11.0,6.514285714285713,7.366666666666666,4.8
2021-12-16,6.6,0.0,15.2,2021,12,16,13.8,56.3,0.0,1.2,13.5,18.3,0.2,15.1,6.8,25.566666666666666,12.485714285714286,4.900000000000001,6.371428571428571,10.166666666666666,6.828571428571428
2021-12-17,3.8,0.3,0.7,2021,12,17,6.6,13.8,56.3,0.0,1.2,13.5,15.2,0.2,15.1,8.066666666666666,13.028571428571428,0.5000000000000012,6.414285714285713,5.366666666666666,6.928571428571429
2021-12-18,3.6,5.9,13.9,2021,12,18,3.8,6.6,13.8,0.3,0.0,1.2,0.7,15.2,0.2,4.666666666666667,12.828571428571427,2.0666666666666678,7.257142857142857,9.933333333333332,8.871428571428572
2021-12-19,0.0,0.0,0.0,2021,12,19,3.6,3.8,6.6,5.9,0.3,0.0,13.9,0.7,15.2,2.466666666666667,12.014285714285714,2.0666666666666678,5.6,4.866666666666666,7.414285714285714
2021-12-20,0.0,0.0,0.0,2021,12,20,0.0,3.6,3.8,0.0,5.9,0.3,0.0,13.9,0.7,1.2,12.014285714285714,1.966666666666668,2.9857142857142853,4.633333333333334,6.442857142857143
2021-12-21,0.0,0.0,0.0,2021,12,21,0.0,0.0,3.6,0.0,0.0,5.9,0.0,0.0,13.9,0.0,3.9714285714285715,0.0,1.0571428571428567,0.0,4.285714285714286
2021-12-22,0.0,0.0,0.0,2021,12,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.8857142857142852,0.0,4.257142857142857
2021-12-23,0.0,0.0,0.0,2021,12,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0571428571428572,0.0,0.8857142857142852,0.0,2.085714285714286
2021-12-24,0.0,0.0,0.0,2021,12,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857143,0.0,0.8428571428571424,0.0,1.9857142857142858
2021-12-25,0.0,0.0,0.0,2021,12,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-12-26,0.0,0.0,2.1,2021,12,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.3
2021-12-27,0.0,0.0,0.0,2021,12,27,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.3
2021-12-28,0.0,0.0,0.0,2021,12,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,0.7000000000000001,0.3
2021-12-29,9.2,0.0,0.0,2021,12,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1,3.0666666666666664,1.3142857142857143,0.0,0.0,0.0,0.3
2021-12-30,24.7,8.3,18.3,2021,12,30,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.299999999999999,4.8428571428571425,2.766666666666668,1.1857142857142853,6.1000000000000005,2.9142857142857146
2021-12-31,12.1,6.6,4.6,2021,12,31,24.7,9.2,0.0,8.3,0.0,0.0,18.3,0.0,0.0,15.333333333333334,6.571428571428571,4.966666666666668,2.128571428571428,7.633333333333333,3.5714285714285716
2022-01-01,10.2,16.2,27.4,2022,1,1,12.1,24.7,9.2,6.6,8.3,0.0,4.6,18.3,0.0,15.666666666666664,8.028571428571428,10.366666666666667,4.442857142857142,16.766666666666666,7.485714285714286
2022-01-02,10.3,15.6,16.9,2022,1,2,10.2,12.1,24.7,16.2,6.6,8.3,27.4,4.6,18.3,10.866666666666667,9.5,12.800000000000002,6.671428571428571,16.299999999999997,9.599999999999998
2022-01-03,0.0,19.6,21.2,2022,1,3,10.3,10.2,12.1,15.6,16.2,6.6,16.9,27.4,4.6,6.833333333333333,9.5,17.133333333333336,9.471428571428572,21.833333333333332,12.628571428571428
2022-01-04,0.0,0.0,0.0,2022,1,4,0.0,10.3,10.2,19.6,15.6,16.2,21.2,16.9,27.4,3.4333333333333336,9.5,11.733333333333336,9.471428571428572,12.699999999999998,12.628571428571428
2022-01-05,2.9,0.1,10.0,2022,1,5,0.0,0.0,10.3,0.0,19.6,15.6,0.0,21.2,16.9,0.9666666666666667,8.6,6.56666666666667,9.485714285714284,10.399999999999999,14.057142857142855
2022-01-06,0.0,0.0,0.0,2022,1,6,2.9,0.0,0.0,0.1,0.0,19.6,10.0,0.0,21.2,0.9666666666666667,5.071428571428571,0.033333333333335706,8.3,3.333333333333332,11.442857142857141
2022-01-07,10.0,7.0,0.0,2022,1,7,0.0,2.9,0.0,0.0,0.1,0.0,0.0,10.0,0.0,4.3,4.771428571428571,2.366666666666669,8.357142857142858,3.333333333333332,10.785714285714283
2022-01-08,0.0,0.1,7.9,2022,1,8,10.0,0.0,2.9,7.0,0.0,0.1,0.0,0.0,10.0,3.3333333333333335,3.3142857142857145,2.366666666666669,6.057142857142857,2.6333333333333324,8.0
2022-01-09,0.0,9.7,0.0,2022,1,9,0.0,10.0,0.0,0.1,7.0,0.0,7.9,0.0,0.0,3.3333333333333335,1.842857142857143,5.600000000000001,5.2142857142857135,2.6333333333333324,5.585714285714286
2022-01-10,0.0,0.0,0.0,2022,1,10,0.0,0.0,10.0,9.7,0.1,7.0,0.0,7.9,0.0,0.0,1.842857142857143,3.266666666666669,2.4142857142857133,2.6333333333333324,2.557142857142857
2022-01-11,0.0,0.0,0.0,2022,1,11,0.0,0.0,0.0,0.0,9.7,0.1,0.0,0.0,7.9,0.0,1.842857142857143,3.2333333333333356,2.4142857142857133,0.0,2.557142857142857
2022-01-12,0.0,0.0,0.0,2022,1,12,0.0,0.0,0.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,2.3999999999999986,0.0,1.1285714285714286
2022-01-13,0.0,0.0,0.0,2022,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4285714285714286,0.0,2.3999999999999986,0.0,1.1285714285714286
2022-01-14,0.0,0.0,0.0,2022,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3999999999999988,0.0,1.1285714285714286
2022-01-15,0.0,0.0,0.0,2022,1,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3857142857142846,0.0,0.0
2022-01-16,0.0,0.0,0.0,2022,1,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-17,0.0,0.0,0.0,2022,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-18,0.4,0.0,0.2,2022,1,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,0.05714285714285715,0.0,0.0,0.06666666666666549,0.028571428571428574
2022-01-19,0.0,0.0,0.0,2022,1,19,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.13333333333333333,0.05714285714285715,0.0,0.0,0.06666666666666549,0.028571428571428574
2022-01-20,0.0,0.0,0.0,2022,1,20,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.13333333333333333,0.05714285714285715,0.0,0.0,0.06666666666666549,0.028571428571428574
2022-01-21,0.0,0.0,0.0,2022,1,21,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.05714285714285715,0.0,0.0,0.0,0.028571428571428574
2022-01-22,0.0,0.0,0.0,2022,1,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.028571428571428574
2022-01-23,0.0,0.0,0.0,2022,1,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285715,0.0,0.0,0.0,0.028571428571428574
2022-01-24,35.9,2.1,0.0,2022,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.966666666666667,5.185714285714285,0.7000000000000024,0.299999999999999,0.0,0.028571428571428574
2022-01-25,0.0,0.0,0.0,2022,1,25,35.9,0.0,0.0,2.1,0.0,0.0,0.0,0.0,0.0,11.966666666666667,5.128571428571428,0.7000000000000024,0.299999999999999,0.0,0.0
2022-01-26,0.0,0.0,0.0,2022,1,26,0.0,35.9,0.0,0.0,2.1,0.0,0.0,0.0,0.0,11.966666666666667,5.128571428571428,0.7000000000000024,0.299999999999999,0.0,0.0
2022-01-27,0.1,0.0,0.5,2022,1,27,0.0,0.0,35.9,0.0,0.0,2.1,0.0,0.0,0.0,0.03333333333333333,5.142857142857143,0.0,0.299999999999999,0.1666666666666655,0.07142857142857142
2022-01-28,14.1,2.7,3.5,2022,1,28,0.1,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,4.733333333333333,7.157142857142857,0.9000000000000025,0.6857142857142848,1.3333333333333321,0.5714285714285714
2022-01-29,4.8,0.0,2.8,2022,1,29,14.1,0.1,0.0,2.7,0.0,0.0,3.5,0.5,0.0,6.333333333333333,7.8428571428571425,0.9000000000000025,0.6857142857142848,2.2666666666666653,0.9714285714285714
