Date,Vavuniya,Anuradhapura,Maha Illuppallama,Year,Month,Day,Vavuniya_lag1,Vavuniya_lag2,Vavuniya_lag3,Anuradhapura_lag1,Anuradhapura_lag2,Anuradhapura_lag3,Maha Illuppallama_lag1,Maha Illuppallama_lag2,Maha Illuppallama_lag3,Vavuniya_rolling_mean3,Vavuniya_rolling_mean7,Anuradhapura_rolling_mean3,Anuradhapura_rolling_mean7,Maha Illuppallama_rolling_mean3,Maha Illuppallama_rolling_mean7
2021-05-10,40.5,0.3,10.8,2021,5,10,5.2,0.0,0.0,0.0,0.0,19.4,0.5,0.0,0.7,15.233333333333329,7.671428571428572,0.09999999999999881,4.685714285714286,3.7666666666666644,4.657142857142857
2021-05-11,0.0,0.0,0.0,2021,5,11,40.5,5.2,0.0,0.3,0.0,0.0,10.8,0.5,0.0,15.233333333333329,7.014285714285714,0.09999999999999881,3.1285714285714294,3.7666666666666644,1.7142857142857133
2021-05-12,0.0,0.0,0.0,2021,5,12,0.0,40.5,5.2,0.0,0.3,0.0,0.0,10.8,0.5,13.499999999999995,7.014285714285714,0.09999999999999881,2.9285714285714297,3.599999999999998,1.7142857142857133
2021-05-13,0.0,15.0,9.5,2021,5,13,0.0,0.0,40.5,0.0,0.0,0.3,0.0,0.0,10.8,0.0,6.528571428571429,4.999999999999999,4.957142857142857,3.1666666666666643,3.0714285714285703
2021-05-14,0.0,0.3,1.5,2021,5,14,0.0,0.0,0.0,15.0,0.0,0.0,9.5,0.0,0.0,0.0,6.528571428571429,5.099999999999999,2.22857142857143,3.6666666666666643,3.1857142857142846
2021-05-15,0.0,1.0,1.2,2021,5,15,0.0,0.0,0.0,0.3,15.0,0.0,1.5,9.5,0.0,0.0,6.528571428571429,5.433333333333333,2.3714285714285728,4.066666666666664,3.3571428571428563
2021-05-16,0.0,0.1,16.6,2021,5,16,0.0,0.0,0.0,1.0,0.3,15.0,1.2,1.5,9.5,0.0,5.785714285714286,0.4666666666666655,2.3857142857142866,6.433333333333331,5.657142857142857
2021-05-17,0.0,0.0,0.0,2021,5,17,0.0,0.0,0.0,0.1,1.0,0.3,16.6,1.2,1.5,0.0,0.0,0.36666666666666553,2.342857142857144,5.933333333333331,4.114285714285713
2021-05-18,0.0,0.0,0.0,2021,5,18,0.0,0.0,0.0,0.0,0.1,1.0,0.0,16.6,1.2,0.0,0.0,0.03333333333333215,2.342857142857144,5.533333333333331,4.114285714285713
2021-05-19,0.6,0.0,0.3,2021,5,19,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,16.6,0.19999999999999526,0.08571428571428572,0.0,2.342857142857144,0.09999999999999763,4.157142857142857
2021-05-20,0.0,0.0,0.0,2021,5,20,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.19999999999999526,0.08571428571428572,0.0,0.20000000000000104,0.09999999999999763,2.7999999999999994
2021-05-21,0.0,0.2,5.2,2021,5,21,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.19999999999999526,0.08571428571428572,0.06666666666666549,0.18571428571428675,1.833333333333331,3.328571428571428
2021-05-22,6.2,5.3,6.0,2021,5,22,0.0,0.0,0.6,0.2,0.0,0.0,5.2,0.0,0.3,2.066666666666662,0.9714285714285714,1.8333333333333321,0.8000000000000009,3.7333333333333307,4.014285714285713
2021-05-23,0.0,19.0,0.8,2021,5,23,6.2,0.0,0.0,5.3,0.2,0.0,6.0,5.2,0.0,2.066666666666662,0.9714285714285714,8.166666666666666,3.500000000000001,3.999999999999998,1.7571428571428562
2021-05-24,0.0,0.0,1.8,2021,5,24,0.0,6.2,0.0,19.0,5.3,0.2,0.8,6.0,5.2,2.066666666666662,0.9714285714285714,8.1,3.500000000000001,2.866666666666664,2.0142857142857133
2021-05-25,1.8,2.6,1.5,2021,5,25,0.0,0.0,6.2,0.0,19.0,5.3,1.8,0.8,6.0,0.5999999999999953,1.2285714285714284,7.199999999999999,3.8714285714285728,1.3666666666666643,2.2285714285714273
2021-05-26,0.0,0.0,6.1,2021,5,26,1.8,0.0,0.0,2.6,0.0,19.0,1.5,1.8,0.8,0.5999999999999953,1.1428571428571428,0.8666666666666655,3.8714285714285728,3.1333333333333306,3.057142857142856
2021-05-27,0.0,0.0,0.0,2021,5,27,0.0,1.8,0.0,0.0,2.6,0.0,6.1,1.5,1.8,0.5999999999999953,1.1428571428571428,0.8666666666666655,3.8714285714285728,2.5333333333333306,3.057142857142856
2021-05-28,0.0,0.0,0.0,2021,5,28,0.0,0.0,1.8,0.0,0.0,2.6,0.0,6.1,1.5,0.0,1.1428571428571428,0.0,3.8428571428571443,2.033333333333331,2.314285714285713
2021-05-29,0.0,0.0,0.0,2021,5,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,0.0,0.2571428571428572,0.0,3.0857142857142867,0.0,1.457142857142856
2021-05-30,0.0,0.0,0.0,2021,5,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428572,0.0,0.37142857142857244,0.0,1.3428571428571416
2021-05-31,0.0,0.0,0.0,2021,5,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2571428571428572,0.0,0.37142857142857244,0.0,1.0857142857142847
2021-06-01,0.0,0.0,0.0,2021,6,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8714285714285703
2021-06-02,0.0,0.0,0.0,2021,6,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-03,9.2,0.0,0.8,2021,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0666666666666615,1.3142857142857143,0.0,0.0,0.26666666666666433,0.11428571428571328
2021-06-04,3.3,2.2,46.5,2021,6,4,9.2,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,4.166666666666662,1.7857142857142858,0.7333333333333322,0.31428571428571533,15.766666666666664,6.757142857142855
2021-06-05,5.7,0.1,0.2,2021,6,5,3.3,9.2,0.0,2.2,0.0,0.0,46.5,0.8,0.0,6.066666666666662,2.6,0.7666666666666656,0.3285714285714296,15.83333333333333,6.785714285714285
2021-06-06,0.0,0.0,0.0,2021,6,6,5.7,3.3,9.2,0.1,2.2,0.0,0.2,46.5,0.8,2.999999999999995,2.6,0.7666666666666656,0.3285714285714296,15.566666666666665,6.785714285714285
2021-06-07,0.0,0.0,0.0,2021,6,7,0.0,5.7,3.3,0.0,0.1,2.2,0.0,0.2,46.5,1.8999999999999952,2.6,0.03333333333333215,0.3285714285714296,0.0666666666666643,6.785714285714285
2021-06-08,0.0,0.0,0.4,2021,6,8,0.0,0.0,5.7,0.0,0.0,0.1,0.0,0.0,0.2,0.0,2.6,0.0,0.3285714285714296,0.13333333333333097,6.842857142857142
2021-06-09,0.0,0.0,0.0,2021,6,9,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,2.6,0.0,0.3285714285714296,0.13333333333333097,6.842857142857142
2021-06-10,0.0,0.0,0.0,2021,6,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,1.2857142857142858,0.0,0.3285714285714296,0.13333333333333097,6.728571428571428
2021-06-11,0.0,0.0,0.0,2021,6,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.8142857142857143,0.0,0.014285714285715302,0.0,0.08571428571428472
2021-06-12,0.0,0.0,0.0,2021,6,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285613
2021-06-13,0.0,0.0,0.0,2021,6,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285613
2021-06-14,0.0,0.0,0.0,2021,6,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05714285714285613
2021-06-15,0.0,0.7,0.0,2021,6,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333214,0.100000000000001,0.0,0.0
2021-06-16,0.0,0.0,5.5,2021,6,16,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333214,0.100000000000001,1.833333333333331,0.7857142857142847
2021-06-17,0.0,0.0,0.0,2021,6,17,0.0,0.0,0.0,0.0,0.7,0.0,5.5,0.0,0.0,0.0,0.0,0.23333333333333214,0.100000000000001,1.833333333333331,0.7857142857142847
2021-06-18,0.0,0.0,0.0,2021,6,18,0.0,0.0,0.0,0.0,0.0,0.7,0.0,5.5,0.0,0.0,0.0,0.0,0.100000000000001,1.833333333333331,0.7857142857142847
2021-06-19,0.0,0.0,0.0,2021,6,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,0.0,0.0,0.0,0.100000000000001,0.0,0.7857142857142847
2021-06-20,0.0,0.0,0.0,2021,6,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100000000000001,0.0,0.7857142857142847
2021-06-21,0.0,0.0,0.0,2021,6,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.100000000000001,0.0,0.7857142857142847
2021-06-22,0.0,0.0,0.0,2021,6,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857142847
2021-06-23,0.0,0.0,0.0,2021,6,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-24,0.0,0.0,0.0,2021,6,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-25,0.0,0.0,0.0,2021,6,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-26,0.0,0.0,0.0,2021,6,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-06-27,14.9,0.0,0.0,2021,6,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666662,2.1285714285714286,0.0,0.0,0.0,0.0
2021-06-28,0.0,0.0,0.0,2021,6,28,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666662,2.1285714285714286,0.0,0.0,0.0,0.0
2021-06-29,0.0,0.0,2.8,2021,6,29,0.0,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666662,2.1285714285714286,0.0,0.0,0.9333333333333309,0.39999999999999897
2021-06-30,0.0,0.0,0.0,2021,6,30,0.0,0.0,14.9,0.0,0.0,0.0,2.8,0.0,0.0,0.0,2.1285714285714286,0.0,0.0,0.9333333333333309,0.39999999999999897
2021-07-01,0.0,0.0,1.4,2021,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8,0.0,0.0,2.1285714285714286,0.0,0.0,1.3999999999999975,0.5999999999999989
2021-07-02,0.0,0.0,0.0,2021,7,2,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,2.8,0.0,2.1285714285714286,0.0,0.0,0.4666666666666643,0.5999999999999989
2021-07-03,0.0,0.0,0.0,2021,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,2.1285714285714286,0.0,0.0,0.4666666666666643,0.5999999999999989
2021-07-04,0.6,0.0,6.9,2021,7,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.19999999999999526,0.08571428571428572,0.0,0.0,2.2999999999999976,1.5857142857142847
2021-07-05,1.1,45.8,10.0,2021,7,5,0.6,0.0,0.0,0.0,0.0,0.0,6.9,0.0,0.0,0.566666666666662,0.24285714285714288,15.266666666666666,6.542857142857144,5.63333333333333,3.0142857142857133
2021-07-06,0.0,0.0,0.0,2021,7,6,1.1,0.6,0.0,45.8,0.0,0.0,10.0,6.9,0.0,0.566666666666662,0.24285714285714288,15.266666666666666,6.542857142857144,5.63333333333333,2.614285714285713
2021-07-07,0.0,0.0,0.0,2021,7,7,0.0,1.1,0.6,0.0,45.8,0.0,0.0,10.0,6.9,0.366666666666662,0.24285714285714288,15.266666666666666,6.542857142857144,3.333333333333331,2.614285714285713
2021-07-08,1.1,0.0,0.0,2021,7,8,0.0,0.0,1.1,0.0,0.0,45.8,0.0,0.0,10.0,0.366666666666662,0.4,0.0,6.542857142857144,0.0,2.4142857142857133
2021-07-09,1.0,0.2,3.0,2021,7,9,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6999999999999953,0.5428571428571429,0.06666666666666667,6.571428571428572,0.9999999999999977,2.8428571428571416
2021-07-10,0.0,0.0,0.0,2021,7,10,1.0,1.1,0.0,0.2,0.0,0.0,3.0,0.0,0.0,0.6999999999999953,0.5428571428571429,0.06666666666666667,6.571428571428572,0.9999999999999977,2.8428571428571416
2021-07-11,0.0,0.0,0.0,2021,7,11,0.0,1.0,1.1,0.0,0.2,0.0,0.0,3.0,0.0,0.3333333333333286,0.4571428571428572,0.06666666666666667,6.571428571428572,0.9999999999999977,1.857142857142856
2021-07-12,0.0,0.0,0.0,2021,7,12,0.0,0.0,1.0,0.0,0.0,0.2,0.0,0.0,3.0,0.0,0.3,0.0,0.028571428571429587,0.0,0.42857142857142755
2021-07-13,0.0,0.0,0.0,2021,7,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.028571428571429587,0.0,0.42857142857142755
2021-07-14,0.0,0.0,0.0,2021,7,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.028571428571429587,0.0,0.42857142857142755
2021-07-15,0.0,0.0,0.0,2021,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.028571428571429587,0.0,0.42857142857142755
2021-07-16,0.0,0.0,0.0,2021,7,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,4.9,26.1,1.0,2021,7,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6333333333333286,0.7000000000000001,8.700000000000001,3.72857142857143,0.333333333333331,0.14285714285714185
2021-07-18,0.3,0.0,0.0,2021,7,18,4.9,0.0,0.0,26.1,0.0,0.0,1.0,0.0,0.0,1.7333333333333287,0.7428571428571429,8.700000000000001,3.72857142857143,0.333333333333331,0.14285714285714185
2021-07-19,0.0,0.0,0.0,2021,7,19,0.3,4.9,0.0,0.0,26.1,0.0,0.0,1.0,0.0,1.7333333333333287,0.7428571428571429,8.700000000000001,3.72857142857143,0.333333333333331,0.14285714285714185
2021-07-20,0.0,0.0,0.0,2021,7,20,0.0,0.3,4.9,0.0,0.0,26.1,0.0,0.0,1.0,0.09999999999999526,0.7428571428571429,0.0,3.72857142857143,0.0,0.14285714285714185
2021-07-21,0.0,0.0,0.0,2021,7,21,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.0,3.72857142857143,0.0,0.14285714285714185
2021-07-22,0.0,0.0,0.5,2021,7,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7428571428571429,0.0,3.72857142857143,0.1666666666666643,0.21428571428571327
2021-07-23,0.0,0.0,1.8,2021,7,23,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.7428571428571429,0.0,3.72857142857143,0.7666666666666643,0.47142857142857036
2021-07-24,0.0,0.0,0.0,2021,7,24,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.0,0.0,0.04285714285714286,0.0,0.0,0.7666666666666643,0.3285714285714275
2021-07-25,0.0,0.0,0.2,2021,7,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.5,0.0,0.0,0.0,0.0,0.6666666666666643,0.35714285714285615
2021-07-26,0.0,0.0,0.0,2021,7,26,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,1.8,0.0,0.0,0.0,0.0,0.0666666666666643,0.35714285714285615
2021-07-27,0.0,0.0,0.0,2021,7,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0666666666666643,0.35714285714285615
2021-07-28,0.0,0.0,0.0,2021,7,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.35714285714285615
2021-07-29,0.0,0.0,0.0,2021,7,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142847
2021-07-30,0.0,0.0,0.0,2021,7,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571427557
2021-07-31,0.0,0.0,0.0,2021,7,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028571428571427557
2021-08-01,0.0,0.0,0.0,2021,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-02,0.0,0.0,0.0,2021,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-03,0.0,0.0,0.0,2021,8,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-04,0.0,0.0,0.0,2021,8,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-05,0.0,0.0,0.0,2021,8,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-06,0.0,0.0,0.0,2021,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-07,0.0,0.0,0.0,2021,8,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-08,0.0,0.0,0.8,2021,8,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666433,0.11428571428571328
2021-08-09,0.0,0.0,0.0,2021,8,9,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666433,0.11428571428571328
2021-08-10,0.0,0.0,0.0,2021,8,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.26666666666666433,0.11428571428571328
2021-08-11,36.3,0.0,0.0,2021,8,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,12.099999999999994,5.185714285714285,0.0,0.0,0.0,0.11428571428571328
2021-08-12,0.0,0.0,0.0,2021,8,12,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.099999999999994,5.185714285714285,0.0,0.0,0.0,0.11428571428571328
2021-08-13,0.0,0.0,0.0,2021,8,13,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.099999999999994,5.185714285714285,0.0,0.0,0.0,0.11428571428571328
2021-08-14,0.6,0.0,0.0,2021,8,14,0.0,0.0,36.3,0.0,0.0,0.0,0.0,0.0,0.0,0.19999999999999526,5.271428571428571,0.0,0.0,0.0,0.11428571428571328
2021-08-15,14.3,0.0,0.0,2021,8,15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666662,7.314285714285714,0.0,0.0,0.0,0.0
2021-08-16,0.0,0.0,0.0,2021,8,16,14.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.966666666666662,7.314285714285714,0.0,0.0,0.0,0.0
2021-08-17,0.0,0.0,0.0,2021,8,17,0.0,14.3,0.6,0.0,0.0,0.0,0.0,0.0,0.0,4.766666666666662,7.314285714285714,0.0,0.0,0.0,0.0
2021-08-18,0.0,0.0,0.0,2021,8,18,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1285714285714286,0.0,0.0,0.0,0.0
2021-08-19,0.0,0.0,0.0,2021,8,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1285714285714286,0.0,0.0,0.0,0.0
2021-08-20,0.0,0.0,0.2,2021,8,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1285714285714286,0.0,0.0,0.0666666666666643,0.028571428571427557
2021-08-21,18.8,4.9,2.2,2021,8,21,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,6.266666666666662,4.728571428571429,1.6333333333333335,0.7000000000000011,0.7999999999999977,0.3428571428571419
2021-08-22,53.4,100.1,14.6,2021,8,22,18.8,0.0,0.0,4.9,0.0,0.0,2.2,0.2,0.0,24.066666666666663,10.314285714285715,35.0,15.0,5.666666666666664,2.4285714285714275
2021-08-23,0.0,0.0,0.0,2021,8,23,53.4,18.8,0.0,100.1,4.9,0.0,14.6,2.2,0.2,24.066666666666663,10.314285714285713,35.0,15.0,5.599999999999998,2.4285714285714275
2021-08-24,0.0,0.0,0.0,2021,8,24,0.0,53.4,18.8,0.0,100.1,4.9,0.0,14.6,2.2,17.799999999999994,10.314285714285713,33.36666666666667,15.0,4.8666666666666645,2.4285714285714275
2021-08-25,0.0,1.1,0.1,2021,8,25,0.0,0.0,53.4,0.0,0.0,100.1,0.0,0.0,14.6,0.0,10.314285714285713,0.3666666666666667,15.157142857142857,0.03333333333333097,2.442857142857142
2021-08-26,0.1,0.1,1.3,2021,8,26,0.0,0.0,0.0,1.1,0.0,0.0,0.1,0.0,0.0,0.03333333333332623,10.328571428571427,0.4000000000000001,15.171428571428573,0.46666666666666434,2.6285714285714272
2021-08-27,0.0,0.0,0.0,2021,8,27,0.1,0.0,0.0,0.1,1.1,0.0,1.3,0.1,0.0,0.03333333333332623,10.328571428571427,0.4000000000000001,15.171428571428573,0.46666666666666434,2.5999999999999988
2021-08-28,0.0,0.0,0.0,2021,8,28,0.0,0.1,0.0,0.0,0.1,1.1,0.0,1.3,0.1,0.03333333333332623,7.642857142857143,0.03333333333333333,14.471428571428572,0.43333333333333096,2.2857142857142847
2021-08-29,0.0,0.0,2.5,2021,8,29,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,1.3,0.0,0.014285714285713272,0.0,0.17142857142857146,0.8333333333333309,0.5571428571428562
2021-08-30,0.0,0.0,0.0,2021,8,30,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.014285714285713272,0.0,0.17142857142857146,0.8333333333333309,0.5571428571428562
2021-08-31,0.0,0.0,0.0,2021,8,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.014285714285713272,0.0,0.17142857142857146,0.8333333333333309,0.5571428571428562
2021-09-01,0.0,0.0,0.0,2021,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,0.014285714285713272,0.0,0.014285714285714287,0.0,0.5428571428571419
2021-09-02,20.9,35.9,0.0,2021,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.966666666666659,2.9857142857142844,11.966666666666667,5.128571428571428,0.0,0.35714285714285615
2021-09-03,0.0,2.3,0.0,2021,9,3,20.9,0.0,0.0,35.9,0.0,0.0,0.0,0.0,0.0,6.966666666666659,2.9857142857142844,12.733333333333333,5.457142857142856,0.0,0.35714285714285615
2021-09-04,0.0,0.0,0.0,2021,9,4,0.0,20.9,0.0,2.3,35.9,0.0,0.0,0.0,0.0,6.966666666666659,2.9857142857142844,12.733333333333333,5.457142857142856,0.0,0.35714285714285615
2021-09-05,0.0,0.0,4.4,2021,9,5,0.0,0.0,20.9,0.0,2.3,35.9,0.0,0.0,0.0,0.0,2.9857142857142844,0.7666666666666666,5.457142857142856,1.4666666666666643,0.6285714285714276
2021-09-06,0.0,0.0,0.0,2021,9,6,0.0,0.0,0.0,0.0,0.0,2.3,4.4,0.0,0.0,0.0,2.9857142857142844,0.0,5.457142857142856,1.4666666666666643,0.6285714285714276
2021-09-07,0.0,0.0,0.0,2021,9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,0.0,2.9857142857142844,0.0,5.457142857142856,1.4666666666666643,0.6285714285714276
2021-09-08,0.0,0.0,0.0,2021,9,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,0.0,2.9857142857142844,0.0,5.457142857142856,0.0,0.6285714285714276
2021-09-09,0.0,0.0,0.0,2021,9,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32857142857142857,0.0,0.6285714285714276
2021-09-10,0.0,0.0,0.0,2021,9,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714276
2021-09-11,0.0,0.0,0.0,2021,9,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6285714285714276
2021-09-12,0.0,0.0,0.0,2021,9,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-13,0.0,0.0,0.0,2021,9,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-14,0.0,0.0,0.0,2021,9,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-15,0.0,0.0,0.0,2021,9,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-16,0.0,0.0,0.0,2021,9,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-09-17,1.3,0.0,0.0,2021,9,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43333333333332624,0.1857142857142847,0.0,0.0,0.0,0.0
2021-09-18,34.6,15.8,0.9,2021,9,18,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.96666666666666,5.128571428571427,5.266666666666667,2.257142857142857,0.29999999999999766,0.12857142857142756
2021-09-19,0.7,0.6,0.0,2021,9,19,34.6,1.3,0.0,15.8,0.0,0.0,0.9,0.0,0.0,12.199999999999994,5.228571428571428,5.466666666666668,2.342857142857143,0.29999999999999766,0.12857142857142756
2021-09-20,2.6,0.0,0.0,2021,9,20,0.7,34.6,1.3,0.6,15.8,0.0,0.0,0.9,0.0,12.633333333333326,5.599999999999999,5.466666666666668,2.342857142857143,0.29999999999999766,0.12857142857142756
2021-09-21,0.0,0.0,0.0,2021,9,21,2.6,0.7,34.6,0.0,0.6,15.8,0.0,0.0,0.9,1.0999999999999928,5.599999999999999,0.19999999999999998,2.342857142857143,0.0,0.12857142857142756
2021-09-22,24.1,0.0,0.0,2021,9,22,0.0,2.6,0.7,0.0,0.0,0.6,0.0,0.0,0.0,8.899999999999993,9.042857142857143,0.0,2.342857142857143,0.0,0.12857142857142756
